customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
809,Della Hathaway,37,Female,dhathawaymg@geocities.jp,Married,1,Retired,239870,Sales Associate,Master,Renter,737,1464636,406731,First Bank,2,2,Bad,None,Dining,18222,719,Clicked,Ignored,44,2,10,Crypto,High,Travel,Education,30,WhatsApp,Medium,Insurance
810,Elana Mackrell,22,Female,emackrellmh@cpanel.net,Single,3,Unemployed,62362,Graphic Designer,Master,Renter,527,1641618,365691,City Bank,3,4,No history,Stocks,Groceries,5328,3998,Clicked,Ignored,3,2,9,Crypto,Low,Travel,Property,51,Email,Medium,Credit Card
811,Nellie Askin,35,Female,naskinmi@yandex.ru,Single,1,Self-employed,232709,Human Resources Specialist,Bachelor,Renter,368,1080545,482571,Peoples Bank,1,2,Bad,Real Estate,Groceries,17608,1872,Ignored,Opened,27,2,3,Mutual Funds,High,Wedding,Education,29,WhatsApp,High,Insurance
812,Edna Pallas,48,Female,epallasmj@storify.com,Single,4,Retired,389523,Graphic Designer,Bachelor,Owner,513,1599283,15390,First Bank,1,2,No history,Crypto,Travel,15514,4907,Ignored,Opened,9,18,5,Real Estate,Medium,Gadgets,Retirement,23,WhatsApp,Medium,Credit Card
813,Casandra Strang,54,Female,cstrangmk@facebook.com,Divorced,5,Unemployed,96469,Marketing Manager,PhD,Renter,634,1998183,263156,BNY,3,5,Bad,Bonds,Luxury,17583,2685,Ignored,Opened,5,17,1,Stocks,Medium,Wedding,Property,52,SMS,Medium,Credit Card
814,Stanly Ackroyd,54,Male,sackroydml@a8.net,Widowed,0,Student,386713,Graphic Designer,Bachelor,Owner,702,887412,482096,National Bank,3,2,No history,Bonds,Travel,4676,1669,Ignored,Opened,23,9,10,Crypto,Medium,Gadgets,Education,75,Email,High,Insurance
815,Renault Merman,23,Male,rmermanmm@unicef.org,Married,0,Unemployed,124679,Sales Associate,High School,Owner,576,1849677,410803,Community Bank,3,4,No history,Stocks,Dining,9447,3253,Opened,Ignored,10,20,2,Real Estate,Low,Travel,Education,47,WhatsApp,Low,Credit Card
816,Teodor Roote,39,Male,trootemn@elegantthemes.com,Divorced,2,Retired,240421,Sales Associate,Bachelor,Renter,620,526610,332079,City Bank,5,0,Good,Real Estate,Travel,15286,986,Ignored,Ignored,22,9,1,Stocks,High,Wedding,Property,91,SMS,Low,Credit Card
817,Laverne Bielefeld,44,Female,lbielefeldmo@fda.gov,Single,1,Self-employed,253951,Marketing Manager,Master,Renter,821,1313003,348417,Community Bank,1,10,Good,None,Groceries,9518,2320,Clicked,Ignored,31,3,8,Real Estate,Low,Wedding,Retirement,89,Email,Low,Loan
818,Harlene Halston,50,Female,hhalstonmp@china.com.cn,Single,3,Self-employed,387336,Software Engineer,Master,Owner,435,500398,52476,Community Bank,4,5,Good,Crypto,Luxury,4935,4115,Ignored,Ignored,21,3,10,Stocks,Low,Wedding,Education,15,WhatsApp,Medium,Insurance
819,Clerissa Birkenhead,24,Female,cbirkenheadmq@spotify.com,Widowed,3,Retired,163624,Marketing Manager,PhD,Owner,415,604094,414172,Peoples Bank,4,3,Good,Bonds,Groceries,4380,3111,Ignored,Clicked,44,16,1,Mutual Funds,Low,Travel,Property,47,SMS,Low,Loan
820,Daria Braime,54,Female,dbraimemr@msu.edu,Divorced,4,Unemployed,470718,Graphic Designer,Bachelor,Renter,776,1513521,278866,First Bank,3,7,Good,Bonds,Dining,19933,2032,Opened,Opened,30,16,1,Stocks,Low,Wedding,Property,92,SMS,Medium,Insurance
821,Anna-diana Eates,36,Female,aeatesms@chron.com,Widowed,4,Student,371845,Graphic Designer,High School,Renter,483,158187,483521,GS,1,0,Good,Real Estate,Dining,18394,1319,Ignored,Clicked,7,15,0,Crypto,Low,Gadgets,Retirement,33,WhatsApp,High,Insurance
822,Marthe Wind,33,Female,mwindmt@facebook.com,Married,5,Self-employed,383261,Marketing Manager,High School,Renter,817,508441,250355,Community Bank,5,6,No history,Bonds,Groceries,6435,1627,Opened,Clicked,9,2,0,Crypto,High,Gadgets,Property,33,SMS,High,Credit Card
823,Issiah Larcombe,41,Male,ilarcombemu@sogou.com,Divorced,2,Retired,313327,Graphic Designer,Bachelor,Renter,832,630707,96783,BNY,2,9,Good,Real Estate,Travel,4549,4394,Opened,Opened,7,5,4,Stocks,Low,Travel,Education,23,Email,High,Loan
824,Matthaeus Derbyshire,37,Male,mderbyshiremv@wikimedia.org,Divorced,0,Unemployed,146419,Sales Associate,PhD,Renter,832,1133304,413917,WF,4,6,Bad,Bonds,Dining,18807,3672,Ignored,Ignored,33,11,8,Real Estate,Medium,Travel,Retirement,100,WhatsApp,Medium,Insurance
825,Madge Rowlstone,51,Female,mrowlstonemw@ning.com,Divorced,1,Student,218387,Human Resources Specialist,Bachelor,Owner,378,293116,406006,Community Bank,2,2,No history,Stocks,Groceries,14734,1324,Ignored,Ignored,39,18,2,Mutual Funds,Low,Travel,Retirement,26,WhatsApp,High,Credit Card
826,Algernon Hellin,21,Male,ahellinmx@gizmodo.com,Widowed,3,Self-employed,102872,Marketing Manager,PhD,Owner,394,777082,224546,National Bank,5,0,Good,None,Dining,11930,4356,Ignored,Clicked,1,19,8,Real Estate,Low,Travel,Education,38,Email,Low,Credit Card
827,Reidar Fiander,27,Male,rfiandermy@ow.ly,Divorced,2,Student,454715,Human Resources Specialist,Master,Renter,782,420895,64488,WF,4,6,No history,Stocks,Luxury,6252,4324,Clicked,Opened,42,0,2,Stocks,Medium,Travel,Education,58,SMS,Low,Credit Card
828,Benedicto Lambirth,39,Male,blambirthmz@phoca.cz,Widowed,0,Student,298015,Human Resources Specialist,PhD,Owner,511,1812422,247932,First Bank,4,0,Good,Crypto,Travel,6488,1387,Opened,Opened,5,12,9,Crypto,Low,Gadgets,Education,76,WhatsApp,Low,Insurance
829,Lesley Book,21,Male,lbookn0@apache.org,Married,3,Unemployed,117981,Sales Associate,PhD,Owner,332,539789,19513,GS,3,10,Good,Stocks,Travel,16093,3066,Opened,Opened,19,3,5,Stocks,High,Travel,Property,0,Email,Low,Loan
830,Simona Brenton,18,Female,sbrentonn1@friendfeed.com,Divorced,5,Student,324239,Software Engineer,PhD,Owner,791,884447,237054,First Bank,5,8,Good,None,Travel,14588,4102,Ignored,Ignored,30,18,10,Crypto,Low,Wedding,Education,81,WhatsApp,Low,Credit Card
831,Georg McElory,39,Male,gmceloryn2@cyberchimps.com,Single,5,Unemployed,276736,Graphic Designer,High School,Renter,349,1885119,195493,Community Bank,3,5,Bad,Bonds,Luxury,9278,329,Clicked,Opened,44,18,10,Crypto,Low,Wedding,Retirement,99,Email,High,Loan
832,Pier Leyshon,32,Female,pleyshonn3@about.com,Single,5,Self-employed,227768,Sales Associate,Master,Owner,820,812783,496464,GS,3,9,Bad,Stocks,Luxury,10184,1097,Clicked,Opened,27,7,3,Mutual Funds,Medium,Gadgets,Property,91,WhatsApp,High,Insurance
833,Becka Tree,27,Female,btreen4@slideshare.net,Married,3,Unemployed,384489,Sales Associate,Master,Renter,798,885539,397304,City Bank,3,7,No history,None,Luxury,16329,946,Opened,Clicked,42,15,9,Stocks,Low,Gadgets,Property,6,SMS,Low,Insurance
834,Mora Farlambe,34,Female,mfarlamben5@reverbnation.com,Widowed,0,Unemployed,265816,Human Resources Specialist,High School,Owner,430,736178,403564,First Bank,2,6,No history,Real Estate,Travel,4696,4647,Clicked,Opened,19,15,7,Crypto,High,Gadgets,Retirement,86,SMS,Low,Loan
835,Der Goodbanne,24,Male,dgoodbannen6@theatlantic.com,Widowed,0,Employed,243705,Software Engineer,Bachelor,Renter,443,337307,460386,Peoples Bank,2,2,Bad,Bonds,Luxury,18358,4605,Opened,Ignored,26,16,0,Mutual Funds,High,Wedding,Retirement,41,Email,Medium,Loan
836,Evangelia Brookz,33,Female,ebrookzn7@hexun.com,Single,1,Retired,387525,Graphic Designer,High School,Renter,519,1901914,472123,GS,3,3,Good,Bonds,Travel,11811,4753,Clicked,Opened,33,18,3,Stocks,Low,Gadgets,Property,79,WhatsApp,Medium,Loan
837,Walker Velti,36,Male,wveltin8@trellian.com,Married,2,Employed,308235,Sales Associate,PhD,Owner,351,1111291,477363,WF,3,3,Bad,Crypto,Groceries,17084,4719,Clicked,Opened,38,3,6,Real Estate,Low,Wedding,Education,53,Email,Low,Credit Card
838,Fae Stanbrooke,40,Female,fstanbrooken9@cornell.edu,Widowed,5,Self-employed,400196,Sales Associate,PhD,Owner,603,1779006,490445,WF,2,9,No history,Bonds,Luxury,14992,533,Clicked,Ignored,11,3,6,Mutual Funds,Low,Wedding,Retirement,10,SMS,High,Insurance
839,Inger Ruberti,18,Female,irubertina@pcworld.com,Married,0,Employed,229650,Sales Associate,Bachelor,Renter,427,1343677,173982,National Bank,1,1,No history,None,Dining,16682,3443,Opened,Clicked,1,5,6,Mutual Funds,High,Travel,Retirement,20,Email,Medium,Insurance
840,Bartlett Nelhams,52,Male,bnelhamsnb@dell.com,Widowed,4,Retired,493244,Graphic Designer,Bachelor,Owner,554,640605,475304,First Bank,2,8,Good,Bonds,Luxury,19085,1891,Ignored,Ignored,7,12,0,Mutual Funds,Low,Wedding,Retirement,82,SMS,Medium,Insurance
841,Reggie Hafner,51,Female,rhafnernc@netlog.com,Widowed,4,Retired,378560,Graphic Designer,Master,Owner,466,1088269,2024,National Bank,3,5,Bad,Stocks,Groceries,13299,2062,Clicked,Ignored,24,4,10,Crypto,Medium,Travel,Retirement,42,SMS,High,Credit Card
842,Gunter Nucciotti,31,Male,gnucciottind@discuz.net,Married,2,Unemployed,352042,Software Engineer,PhD,Owner,778,1219976,59320,WF,3,6,Good,Bonds,Luxury,15409,2263,Ignored,Opened,16,16,2,Crypto,Low,Gadgets,Property,11,Email,Low,Credit Card
843,Smith Trodden,45,Male,stroddenne@mozilla.com,Single,1,Retired,427353,Human Resources Specialist,Master,Owner,353,1323515,261569,WF,4,0,Bad,Real Estate,Groceries,2100,3651,Clicked,Clicked,41,15,5,Real Estate,High,Gadgets,Retirement,15,SMS,Medium,Loan
844,Meriel Dollard,34,Female,mdollardnf@home.pl,Divorced,5,Unemployed,101563,Software Engineer,Bachelor,Renter,579,183547,225664,National Bank,1,9,No history,Bonds,Luxury,1927,4784,Ignored,Ignored,20,11,4,Real Estate,Medium,Travel,Education,59,WhatsApp,Medium,Loan
845,Davidson Yoxall,55,Male,dyoxallng@yahoo.com,Single,0,Employed,431304,Graphic Designer,PhD,Owner,734,572896,319860,National Bank,5,6,No history,Crypto,Luxury,16355,3341,Ignored,Opened,40,6,7,Stocks,Medium,Travel,Education,11,SMS,Medium,Loan
846,Gianina Cornew,55,Female,gcornewnh@tmall.com,Divorced,4,Retired,386465,Software Engineer,PhD,Owner,783,916040,17282,BNY,1,3,Good,Crypto,Dining,14346,3528,Ignored,Clicked,45,4,2,Real Estate,Low,Gadgets,Property,81,Email,Medium,Loan
847,Leesa Armatys,47,Female,larmatysni@rediff.com,Single,4,Student,348937,Sales Associate,Master,Owner,430,761434,79179,Community Bank,3,0,No history,Crypto,Travel,8121,4184,Ignored,Ignored,23,9,4,Stocks,Low,Wedding,Education,82,Email,Medium,Credit Card
848,Candy Ricson,38,Female,cricsonnj@toplist.cz,Widowed,3,Retired,92681,Human Resources Specialist,High School,Renter,562,1784931,299029,Community Bank,2,3,Bad,Bonds,Travel,14053,2974,Clicked,Clicked,31,16,3,Real Estate,High,Wedding,Retirement,100,WhatsApp,Low,Loan
849,Salvidor Mattis,23,Male,smattisnk@squidoo.com,Widowed,0,Student,252529,Graphic Designer,PhD,Owner,466,738185,57881,First Bank,5,1,Good,Crypto,Travel,7622,1522,Ignored,Ignored,47,5,2,Stocks,Low,Wedding,Property,84,SMS,Medium,Loan
850,Eddie Liffe,48,Male,eliffenl@netscape.com,Single,5,Unemployed,262477,Marketing Manager,High School,Owner,674,44969,441829,BNY,5,7,Bad,Crypto,Luxury,9791,1982,Clicked,Clicked,24,8,7,Real Estate,High,Wedding,Property,6,WhatsApp,High,Insurance
851,Byrom Simner,45,Male,bsimnernm@fda.gov,Widowed,5,Retired,78185,Human Resources Specialist,Bachelor,Renter,716,1137473,145898,City Bank,2,1,Bad,None,Groceries,10156,2742,Ignored,Ignored,40,1,4,Real Estate,Medium,Wedding,Education,17,WhatsApp,High,Credit Card
852,Teodora Solley,32,Female,tsolleynn@ucoz.com,Widowed,2,Retired,316289,Marketing Manager,Bachelor,Owner,464,1574435,222416,First Bank,3,10,Good,Real Estate,Travel,13177,197,Ignored,Clicked,19,2,10,Crypto,Low,Wedding,Property,29,WhatsApp,Low,Loan
853,Jillana Harnett,28,Female,jharnettno@noaa.gov,Single,2,Student,271592,Graphic Designer,PhD,Owner,673,1484013,463310,First Bank,5,10,Bad,Bonds,Travel,15840,2350,Opened,Clicked,48,16,9,Crypto,Low,Travel,Retirement,58,WhatsApp,Medium,Insurance
854,Giovanna Demangeot,46,Female,gdemangeotnp@cbc.ca,Widowed,4,Self-employed,391992,Marketing Manager,PhD,Renter,815,942536,247288,National Bank,3,8,Bad,Stocks,Travel,15844,2690,Opened,Clicked,38,7,10,Stocks,Medium,Wedding,Retirement,92,Email,Low,Insurance
855,Giuseppe Helis,44,Male,ghelisnq@plala.or.jp,Married,4,Self-employed,38873,Graphic Designer,High School,Renter,788,1510079,187056,WF,2,2,Bad,Stocks,Luxury,10612,1590,Opened,Opened,41,15,3,Crypto,Medium,Wedding,Retirement,89,SMS,Low,Insurance
856,Alfons Scawton,31,Male,ascawtonnr@statcounter.com,Single,2,Retired,467160,Human Resources Specialist,High School,Owner,542,1918299,229122,WF,3,7,No history,Bonds,Dining,10660,2051,Clicked,Clicked,35,11,4,Crypto,Low,Gadgets,Property,37,SMS,Low,Insurance
857,Daryl Frances,35,Male,dfrancesns@edublogs.org,Widowed,5,Student,454661,Human Resources Specialist,PhD,Owner,351,916895,335386,First Bank,2,5,Good,Bonds,Luxury,2139,3969,Opened,Ignored,42,3,9,Real Estate,Medium,Travel,Retirement,57,Email,Medium,Credit Card
858,Bondy McCord,49,Male,bmccordnt@cbc.ca,Divorced,0,Employed,420383,Graphic Designer,Master,Owner,781,1644201,422898,BNY,4,5,Good,Stocks,Luxury,7268,4362,Clicked,Ignored,11,14,9,Crypto,High,Gadgets,Education,12,SMS,Medium,Credit Card
859,Tabbi Faussett,40,Female,tfaussettnu@newsvine.com,Widowed,3,Unemployed,419884,Graphic Designer,Bachelor,Renter,771,1001352,196103,City Bank,1,7,Good,Stocks,Luxury,11088,4540,Ignored,Ignored,45,11,10,Mutual Funds,Low,Travel,Property,28,WhatsApp,Low,Credit Card
860,Elisabetta Daud,48,Female,edaudnv@netvibes.com,Single,2,Student,190804,Marketing Manager,PhD,Renter,521,1296989,31897,City Bank,1,3,Bad,Real Estate,Luxury,4029,972,Opened,Opened,18,1,0,Crypto,Medium,Gadgets,Property,9,WhatsApp,High,Credit Card
861,Courtnay Sherar,31,Male,csherarnw@linkedin.com,Divorced,4,Self-employed,118658,Software Engineer,Bachelor,Owner,616,1598267,407118,First Bank,3,4,Bad,Bonds,Groceries,2977,346,Ignored,Opened,15,2,10,Stocks,Low,Travel,Property,61,WhatsApp,Medium,Credit Card
862,Pen Beaulieu,32,Female,pbeaulieunx@nbcnews.com,Widowed,4,Student,68464,Graphic Designer,PhD,Renter,769,1968418,401929,City Bank,3,5,No history,Crypto,Dining,18724,820,Opened,Opened,1,6,6,Crypto,Medium,Travel,Education,15,WhatsApp,Medium,Loan
863,Ange Liveley,55,Male,aliveleyny@weather.com,Widowed,1,Employed,364723,Human Resources Specialist,High School,Owner,636,715459,478673,National Bank,4,7,Good,Bonds,Travel,18694,1590,Opened,Ignored,14,2,6,Mutual Funds,High,Gadgets,Property,35,Email,High,Credit Card
864,Francoise Wace,27,Female,fwacenz@blogtalkradio.com,Widowed,1,Unemployed,344818,Graphic Designer,Bachelor,Owner,365,669728,376945,Community Bank,4,5,Bad,Crypto,Dining,16393,3999,Ignored,Opened,29,15,3,Real Estate,Medium,Travel,Retirement,79,SMS,Medium,Loan
865,Ruy Barbary,41,Male,rbarbaryo0@pinterest.com,Married,2,Unemployed,495113,Graphic Designer,High School,Owner,318,432294,235467,Community Bank,4,2,Good,Real Estate,Luxury,7713,4540,Clicked,Clicked,23,6,1,Mutual Funds,High,Travel,Retirement,92,WhatsApp,Low,Loan
866,Loutitia McKinnon,34,Female,lmckinnono1@pen.io,Divorced,0,Employed,275979,Human Resources Specialist,High School,Owner,370,430964,214958,National Bank,1,2,Bad,Real Estate,Groceries,7177,1567,Clicked,Opened,38,10,8,Mutual Funds,High,Wedding,Education,30,Email,High,Insurance
867,Denice McMurty,28,Female,dmcmurtyo2@engadget.com,Widowed,1,Unemployed,234963,Sales Associate,Master,Renter,423,1790995,282369,BNY,2,8,No history,Bonds,Luxury,14185,4301,Ignored,Ignored,6,18,7,Mutual Funds,Low,Gadgets,Education,74,SMS,Medium,Insurance
868,Moe Lummis,36,Male,mlummiso3@hibu.com,Single,2,Student,213644,Graphic Designer,Bachelor,Owner,519,1339840,323959,City Bank,2,4,Good,Bonds,Travel,6207,2605,Ignored,Ignored,29,12,4,Crypto,High,Wedding,Property,44,Email,Low,Insurance
869,Gordy Vedyashkin,27,Male,gvedyashkino4@hud.gov,Divorced,0,Unemployed,168297,Graphic Designer,PhD,Owner,313,1551936,29602,Community Bank,5,7,Bad,Bonds,Travel,5548,504,Opened,Opened,11,18,10,Crypto,Medium,Wedding,Education,19,SMS,Low,Loan
870,Juliane Haack,22,Female,jhaacko5@weather.com,Divorced,0,Unemployed,341668,Marketing Manager,High School,Owner,812,82306,196772,First Bank,5,10,No history,None,Luxury,8828,874,Clicked,Clicked,13,15,7,Crypto,High,Wedding,Education,73,SMS,Low,Credit Card
871,Steffen Davidovics,42,Male,sdavidovicso6@e-recht24.de,Married,4,Unemployed,494886,Software Engineer,PhD,Renter,334,1402152,291091,BNY,4,6,Bad,Bonds,Luxury,6545,1348,Clicked,Opened,21,18,6,Crypto,High,Travel,Education,52,SMS,Low,Credit Card
872,Marven Duesbury,18,Male,mduesburyo7@constantcontact.com,Married,1,Student,466730,Human Resources Specialist,Master,Owner,681,882531,185795,GS,3,9,Good,None,Dining,9549,319,Clicked,Ignored,16,1,9,Real Estate,Low,Gadgets,Retirement,67,SMS,High,Loan
873,Guglielmo Chirm,37,Male,gchirmo8@mashable.com,Single,0,Self-employed,333090,Sales Associate,High School,Owner,839,475869,180227,Peoples Bank,2,1,Bad,None,Luxury,13009,1872,Clicked,Opened,40,12,9,Crypto,High,Gadgets,Property,93,SMS,Medium,Loan
874,Gustave Balmadier,52,Male,gbalmadiero9@so-net.ne.jp,Divorced,2,Self-employed,43430,Marketing Manager,Master,Renter,406,821238,233135,WF,3,1,No history,Real Estate,Groceries,13660,4126,Opened,Clicked,28,16,4,Mutual Funds,High,Gadgets,Property,63,WhatsApp,Low,Insurance
875,Cullan Varren,34,Male,cvarrenoa@hostgator.com,Single,3,Unemployed,396905,Sales Associate,High School,Owner,620,176941,428331,National Bank,1,9,Good,Stocks,Groceries,9300,662,Clicked,Ignored,16,2,1,Real Estate,High,Gadgets,Education,66,SMS,Low,Insurance
876,Noelyn Baike,50,Female,nbaikeob@csmonitor.com,Single,4,Student,398871,Graphic Designer,High School,Owner,662,1069897,41981,City Bank,4,8,Good,Stocks,Luxury,9984,637,Ignored,Clicked,44,9,6,Stocks,Medium,Wedding,Education,93,WhatsApp,Medium,Loan
877,Duke Vigus,48,Male,dvigusoc@rakuten.co.jp,Divorced,1,Self-employed,125037,Marketing Manager,High School,Renter,816,538537,178539,Community Bank,2,3,Bad,None,Groceries,7267,25,Opened,Ignored,4,15,8,Stocks,Medium,Travel,Property,56,SMS,High,Insurance
878,Leena Erwin,47,Female,lerwinod@ucoz.com,Divorced,0,Self-employed,183814,Software Engineer,Bachelor,Owner,598,739823,402842,City Bank,4,0,No history,None,Dining,1661,1179,Clicked,Clicked,1,12,10,Mutual Funds,Low,Wedding,Education,50,WhatsApp,Low,Credit Card
879,Sarene Dybell,34,Female,sdybelloe@ameblo.jp,Married,3,Self-employed,404056,Sales Associate,PhD,Renter,413,669345,294368,WF,3,5,No history,Bonds,Luxury,16306,840,Ignored,Ignored,10,3,6,Stocks,Low,Wedding,Retirement,24,SMS,Low,Insurance
880,Vickie Yoxen,40,Female,vyoxenof@illinois.edu,Divorced,2,Employed,381996,Software Engineer,Bachelor,Renter,710,618406,324787,GS,1,0,Good,Crypto,Groceries,15272,2117,Ignored,Opened,12,16,2,Stocks,Medium,Gadgets,Property,96,WhatsApp,Low,Insurance
881,Trueman Lyokhin,19,Male,tlyokhinog@phoca.cz,Single,4,Self-employed,375231,Marketing Manager,PhD,Owner,630,276727,366625,Community Bank,1,2,Good,Stocks,Dining,12345,3962,Opened,Opened,29,6,7,Mutual Funds,High,Wedding,Retirement,28,WhatsApp,Low,Credit Card
882,Agosto Nicholas,55,Male,anicholasoh@slideshare.net,Single,4,Retired,341454,Human Resources Specialist,High School,Owner,606,516615,330507,First Bank,4,8,No history,Real Estate,Groceries,16133,4173,Opened,Opened,18,9,7,Crypto,Medium,Wedding,Property,43,WhatsApp,Low,Insurance
883,Malchy Saddleton,23,Male,msaddletonoi@deliciousdays.com,Divorced,0,Student,110841,Human Resources Specialist,High School,Renter,316,745958,337477,Peoples Bank,1,2,No history,Bonds,Luxury,7366,3187,Opened,Ignored,32,1,1,Real Estate,High,Wedding,Retirement,73,WhatsApp,Low,Credit Card
884,Rowena Dommett,43,Female,rdommettoj@stanford.edu,Single,4,Employed,487409,Graphic Designer,High School,Owner,735,73492,175503,City Bank,1,7,Good,Stocks,Groceries,19084,286,Opened,Ignored,36,18,1,Mutual Funds,High,Travel,Education,89,WhatsApp,Medium,Insurance
885,Boone Danielot,41,Male,bdanielotok@amazon.com,Single,0,Self-employed,74817,Human Resources Specialist,High School,Renter,316,1719812,25995,GS,3,7,No history,None,Dining,13419,2897,Clicked,Opened,4,14,2,Real Estate,High,Gadgets,Property,76,SMS,Low,Loan
886,Michael Roiz,55,Male,mroizol@engadget.com,Widowed,2,Employed,454142,Graphic Designer,High School,Renter,491,579029,197466,City Bank,4,5,No history,Stocks,Travel,13873,480,Ignored,Opened,37,2,9,Crypto,High,Wedding,Retirement,91,Email,Low,Loan
887,Angelina Briamo,51,Female,abriamoom@arstechnica.com,Married,0,Retired,68230,Human Resources Specialist,Bachelor,Owner,506,940403,84301,National Bank,2,5,No history,Stocks,Luxury,16704,146,Clicked,Opened,13,0,5,Crypto,Medium,Travel,Education,53,SMS,Medium,Insurance
888,Estrella Toffts,36,Female,etofftson@unicef.org,Divorced,3,Self-employed,475203,Software Engineer,PhD,Renter,755,602829,462318,First Bank,5,10,Bad,Crypto,Luxury,12964,4514,Ignored,Opened,45,9,7,Mutual Funds,Medium,Wedding,Education,64,SMS,Low,Insurance
889,Travers Hooke,50,Male,thookeoo@spiegel.de,Divorced,4,Self-employed,263459,Software Engineer,High School,Owner,696,318291,221627,City Bank,4,10,Good,Stocks,Dining,9728,2804,Ignored,Ignored,11,9,0,Stocks,Medium,Wedding,Property,69,Email,Low,Insurance
890,Lorin Kingsbury,30,Male,lkingsburyop@ezinearticles.com,Single,4,Retired,185684,Sales Associate,Master,Renter,842,1540699,326681,First Bank,1,8,No history,None,Luxury,5541,1338,Ignored,Clicked,31,6,2,Crypto,Low,Wedding,Education,90,Email,High,Insurance
891,Editha Kembry,46,Female,ekembryoq@aol.com,Widowed,0,Retired,334913,Marketing Manager,Master,Renter,519,1788077,101476,BNY,4,3,Good,Stocks,Luxury,18368,4403,Clicked,Clicked,48,4,5,Mutual Funds,High,Gadgets,Property,48,WhatsApp,High,Insurance
892,Cati Nuemann,49,Female,cnuemannor@discovery.com,Single,5,Employed,86152,Marketing Manager,High School,Renter,462,383356,188378,WF,2,10,Good,Bonds,Luxury,8020,715,Clicked,Opened,30,2,9,Stocks,Low,Wedding,Property,32,Email,Low,Loan
893,Wendye Serjeant,37,Female,wserjeantos@hao123.com,Married,1,Retired,387369,Sales Associate,PhD,Renter,544,1927827,120052,Peoples Bank,2,9,No history,Stocks,Luxury,13803,3938,Clicked,Opened,48,10,1,Real Estate,High,Travel,Education,15,WhatsApp,High,Insurance
894,Cully Queen,18,Male,cqueenot@facebook.com,Single,1,Self-employed,453416,Sales Associate,Bachelor,Owner,759,431967,340328,First Bank,1,8,No history,None,Dining,9755,806,Ignored,Clicked,36,11,10,Crypto,Medium,Wedding,Retirement,100,Email,Low,Insurance
895,Rogers Birdseye,32,Male,rbirdseyeou@newyorker.com,Married,2,Retired,84215,Human Resources Specialist,Bachelor,Renter,322,1625823,73151,Peoples Bank,2,5,Good,Stocks,Luxury,3281,1233,Ignored,Clicked,7,12,8,Crypto,Low,Wedding,Retirement,80,Email,Medium,Insurance
896,Michael Hopkyns,50,Male,mhopkynsov@hao123.com,Married,1,Student,420649,Human Resources Specialist,Bachelor,Renter,709,949424,120233,BNY,2,10,Bad,Bonds,Travel,15360,3304,Ignored,Clicked,42,17,8,Stocks,High,Wedding,Education,9,SMS,High,Insurance
897,Rena Waltho,41,Female,rwalthoow@ibm.com,Widowed,0,Self-employed,455312,Graphic Designer,Bachelor,Renter,439,570543,277324,First Bank,1,10,Bad,Stocks,Dining,1555,911,Clicked,Clicked,40,20,0,Real Estate,Low,Gadgets,Education,5,Email,Low,Loan
898,Saba Tottle,23,Female,stottleox@is.gd,Married,4,Retired,96503,Sales Associate,PhD,Owner,341,1814274,396261,GS,2,5,Good,Real Estate,Travel,8825,2718,Opened,Opened,0,15,2,Real Estate,High,Wedding,Retirement,84,WhatsApp,Medium,Loan
899,Jordana Astman,51,Female,jastmanoy@upenn.edu,Widowed,5,Employed,426052,Marketing Manager,Master,Owner,639,1120724,424980,Community Bank,1,8,Bad,Bonds,Travel,3146,378,Clicked,Clicked,27,9,3,Mutual Funds,High,Gadgets,Education,77,SMS,Medium,Credit Card
900,Lucho Ferri,29,Male,lferrioz@shop-pro.jp,Widowed,5,Employed,266481,Marketing Manager,PhD,Owner,572,1662532,188606,First Bank,1,5,Bad,Real Estate,Dining,8842,1143,Clicked,Clicked,26,17,1,Crypto,Medium,Travel,Property,79,Email,High,Credit Card
901,Violante Jovic,33,Female,vjovicp0@google.es,Divorced,1,Student,220062,Human Resources Specialist,Bachelor,Renter,367,1107376,145331,Community Bank,5,5,Bad,Crypto,Travel,16083,3953,Ignored,Opened,43,1,2,Stocks,Low,Gadgets,Retirement,18,Email,High,Credit Card
902,Cornelle Sellner,22,Female,csellnerp1@scientificamerican.com,Single,2,Self-employed,425652,Software Engineer,High School,Owner,336,1479796,57962,Peoples Bank,5,9,Bad,None,Groceries,4907,3350,Ignored,Opened,21,3,2,Mutual Funds,Low,Gadgets,Retirement,82,WhatsApp,Medium,Loan
903,Rosalinde Fairweather,50,Female,rfairweatherp2@so-net.ne.jp,Married,3,Employed,322896,Software Engineer,High School,Renter,621,1109914,387720,First Bank,1,1,Bad,Bonds,Dining,19516,4162,Clicked,Opened,49,4,7,Mutual Funds,Low,Travel,Retirement,29,SMS,Medium,Loan
904,Godfree Beavon,42,Male,gbeavonp3@blogger.com,Married,1,Unemployed,308595,Software Engineer,Master,Owner,453,1914837,357424,First Bank,2,0,No history,Crypto,Luxury,8737,1970,Clicked,Clicked,26,9,1,Real Estate,High,Travel,Property,53,WhatsApp,Low,Credit Card
